"","Application.Number","Current.Application.Status","Program.Administrator","Utility","Low.Income.Program.Type","Program","First.Reservation.Request.Review.Date","First.Confirmed.Reservation.Date","First.Incentive.Claim.Request.Review.Date","First.Completed.Date","Incentive.Amount","Total.System.Cost","Incentive.Design.Description","Nameplate.Rating..KW.","CEC.PTC.Rating..KW.","Design.Factor","Host.Customer.Physical.Address.City","Host.Customer.Physical.Address.County","Host.Customer.Physical.Address.State","Host.Customer.Physical.Address.Zip.Code","Solar.Contractor.Company","Third.Party.Owned"
"4121","12899","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","4/11/2014","6/30/2014","7/29/2014",13631.46,13631.46,"$7 AC",3.12,2.686,0.9933,"Fresno","Fresno","CA","93706","","no"
"4122","12902","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","3/25/2014","5/27/2014","6/24/2014",17049.31,17049.31,"$7 AC",3.92,3.386,0.98244,"Lindsay","Tulare","CA","93247","","no"
"4123","12906","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","3/25/2014","5/27/2014","6/24/2014",18649.54,18649.54,"$7 AC",4.41,3.809,0.93386,"Lindsay","Tulare","CA","93247","","no"
"4124","12908","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/9/2014","4/16/2014","8/21/2014","9/10/2014",22480.85,22480.85,"$7 AC",4.9,4.255,0.9657,"Fontana","San Bernardino","CA","92335","","no"
"4125","12914","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","5/23/2015","10/1/2015","11/18/2015","11/27/2015",11563.4,19175.9,"$6.50 AC",4.35,3.882,0.953,"Biola","Fresno","CA","93722","","no"
"4126","12928","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","5/23/2014","8/5/2014","12/31/2014","2/19/2015",31707.89,31707.89,"$7 AC",5.5,4.826,0.86244,"Tulare","Tulare","CA","93274","GRID Alternatives","no"
"4127","12931","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2013","4/7/2014","6/26/2014","7/29/2014",17266.25,19943.55,"$4.75 AC",4.165,3.635,0.9827,"San Francisco","San Francisco","CA","94124","","no"
"4128","12934","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/27/2014","3/18/2014","5/21/2014","6/23/2014",6061,8775.72,"$4.75 AC",1.47,1.276,0.9384,"San Francisco","San Francisco","CA","94124","","no"
"4129","12935","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/21/2013","8/11/2014","11/28/2014","12/11/2014",11748,13325.58,"$6.00 AC",2.226,1.958,0.9951,"Richmond","Contra Costa","CA","94801","","no"
"4130","12941","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/27/2014","5/15/2014","6/26/2014","7/29/2014",20626.61,20626.61,"$7 AC",4.48,3.962,0.9682,"Manchester","Mendocino","CA","95459","","no"
"4131","12955","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/26/2013","2/28/2014","5/26/2014","6/24/2014",14065.03,14065.03,"$6 AC",3.5,3.047,0.97395,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"4132","12957","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/22/2013","3/4/2014","6/11/2014","6/26/2014",11134.82,11134.82,"$4.75 AC",3.5,3.047,0.97849,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"4133","12963","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/11/2013","2/25/2014","6/11/2014","6/23/2014",10079.97,10079.97,"$6.00 AC",1.96,1.711,0.9449,"Richmond","Contra Costa","CA","94805","","no"
"4134","12968","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/4/2013","4/28/2014","12/23/2014","1/14/2015",26574.71,26574.71,"$6.5 AC",5.12,4.787,0.90131,"Los Angeles","Los Angeles","CA","90061","","no"
"4135","13011","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/26/2013","1/21/2014","3/31/2014","4/29/2014",12383,12490.94,"$7 AC",2.025,1.769,0.9902,"Lindsay","Tulare","CA","93247","","no"
"4136","13012","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/26/2013","1/8/2014","2/27/2014","3/14/2014",18831.47,18831.47,"$7 AC",4.32,3.758,0.98829,"Lindsay","Tulare","CA","93247","","no"
"4137","13013","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/27/2013","5/1/2014","9/23/2014","10/13/2014",17910.15,17910.15,"$6.5 AC",3.696,3.248,0.9162,"Hanford","Kings","CA","93230","","no"
"4138","13014","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/10/2015","5/19/2015","10/26/2015","11/5/2015",19435.86,29279.61,"$6.50 AC",5.625,4.856,0.95,"Hanford","Kings","CA","93230","GRID Alternatives","no"
"4139","13015","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","4/8/2014","8/15/2014","4/14/2015","4/22/2015",17387.5,17387.5,"$6.5 AC",3,2.675,0.98127,"Oakland","Alameda","CA","94607","GRID Alternatives","no"
"4140","13017","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/5/2014","4/17/2014","7/19/2014","8/13/2014",18566.77,18566.77,"$7 AC",3.92,3.404,0.9908,"Hesperia","San Bernardino","CA","92345","","no"
"4141","13026","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/24/2014","2/26/2014","6/11/2014","6/26/2014",15664.66,15664.66,"$7 AC",3.5,3.047,0.98274,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"4142","13035","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/12/2013","1/24/2014","3/31/2014","4/29/2014",20156.36,20156.36,"$7 AC",3.43,2.978,0.9882,"Long Beach","Los Angeles","CA","90805","","no"
"4143","13036","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/13/2014","2/26/2014","7/19/2014","8/13/2014",11457.66,11457.66,"$7.00 AC",2.205,1.915,0.9423,"Sun City","Riverside","CA","92586","","no"
"4144","13043","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/11/2014","2/13/2015","10/26/2015","11/10/2015",27700.72,27700.72,"$7.00 AC",5.5,4.83,0.9,"Blythe","Riverside","CA","92225","GRID Alternatives","no"
"4145","13047","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/20/2013","2/18/2014","9/23/2014","10/13/2014",17820,17883.2,"$6 AC",3.43,2.97,0.9576,"Los Angeles","Los Angeles","CA","90047","","no"
"4146","13052","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/10/2014","4/17/2014","7/28/2014","9/4/2014",10155.5,11635.72,"$4.75 AC",2.45,2.138,0.8869,"Oakland","Alameda","CA","94621","","no"
"4147","13059","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","6/29/2013","12/20/2013","2/27/2014","3/14/2014",27578.51,27578.51,"$7 AC",5.39,4.68,0.98829,"Cathedral City","Riverside","CA","92234","","no"
"4148","13082","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/11/2013","1/22/2014","6/26/2014","7/11/2014",18361.05,18361.05,"$7 AC",3.825,3.325,0.9964,"Salinas","Monterey","CA","93905","GRID Alternatives","no"
"4149","13087","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/26/2013","1/30/2014","4/30/2014","5/28/2014",12762,14903.88,"$6 AC",2.45,2.127,0.9799,"Long Beach","Los Angeles","CA","90810","","no"
"4150","13095","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/19/2013","3/10/2014","5/27/2014","7/29/2014",21321.77,21321.77,"$7 AC",3.92,3.41,0.9952,"Lynwood","Los Angeles","CA","90262","","no"
"4151","13098","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/7/2014","3/6/2014","4/30/2014","6/23/2014",14639.04,14639.04,"$7 AC",3.185,2.766,0.9734,"King City","Monterey","CA","93930","","no"
"4152","13100","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/9/2013","3/4/2014","6/30/2014","7/29/2014",7067.14,7067.14,"$6 AC",1.75,1.531,0.9862,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"4153","13103","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/19/2013","3/21/2014","5/27/2014","6/24/2014",11673.07,11673.07,"$5.75 AC",2.7,2.187,0.92,"Yorba Linda","Orange","CA","92886","GRID Alternatives","no"
"4154","13109","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/23/2014","2/26/2014","5/27/2014","6/24/2014",11063,11221.09,"$6.5 AC",1.96,1.702,0.9965,"Long Beach","Los Angeles","CA","90806","","no"
"4155","13110","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/27/2013","3/5/2014","6/11/2014","6/26/2014",19824.95,19824.95,"$7 AC",3.36,2.933,0.99966,"Los Angeles","Los Angeles","CA","90061","GRID Alternatives","no"
"4156","13112","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/11/2013","3/14/2014","6/30/2014","7/29/2014",16296.95,16296.95,"$6.5 AC",3.18,2.701,0.98116,"Inglewood","Los Angeles","CA","90303","GRID Alternatives","no"
"4157","13113","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/17/2013","2/13/2014","4/30/2014","5/28/2014",14889,15176.46,"$7 AC",2.45,2.127,0.9387,"Long Beach","Los Angeles","CA","90810","","no"
"4158","13115","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","8/30/2014","9/30/2014","6/30/2015","8/11/2015",10692,15760.88,"$6.00 AC",2.04,1.782,0.994,"Lynwood","Los Angeles","CA","90262","","no"
"4159","13129","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/5/2014","6/12/2014","8/20/2014","9/18/2014",29029.39,29029.39,"$6 AC",5.775,4.902,0.9921,"South Gate","Los Angeles","CA","90280","GRID Alternatives","no"
"4160","13134","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/25/2014","5/12/2014","7/19/2014","8/13/2014",21746.08,21746.08,"$7 AC",4.41,3.849,0.9966,"East Los Angeles","Los Angeles","CA","90022","","no"
"4161","13138","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/30/2013","2/3/2014","3/31/2014","5/8/2014",15389.98,15389.98,"$7 AC",3.43,2.978,0.85514,"Greenfield","Monterey","CA","93927","","no"
"4162","13147","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/13/2013","3/4/2014","5/27/2014","6/24/2014",14545.76,14545.76,"$6.5 AC",3.5,3.047,0.9911,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"4163","13149","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/8/2014","1/24/2014","4/30/2014","5/28/2014",24726.9,24726.9,"$6 AC",5.635,4.918,0.9322,"Long Beach","Los Angeles","CA","90805","","no"
"4164","13163","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","4/8/2014","5/7/2014","10/28/2014","11/13/2014",14253.5,14253.5,"$6.5 AC",2.53,2.217,1,"Littlerock","Los Angeles","CA","93543","","no"
"4165","13164","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/12/2014","3/26/2014","6/30/2014","7/29/2014",18768.46,18768.46,"$7 AC",3.675,3.208,0.9984,"Los Angeles","Los Angeles","CA","90059","","no"
"4166","13165","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/8/2014","3/18/2014","6/30/2014","7/29/2014",31579.32,31579.32,"$7 AC",5.67,4.86,0.97,"Long Beach","Los Angeles","CA","90805","GRID Alternatives","no"
"4167","13174","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/14/2013","1/13/2014","1/31/2014","2/21/2014",14145.5,14927.42,"$4.75 AC",3.43,2.978,0.894,"Atascadero","San Luis Obispo","CA","93422","","no"
"4168","13175","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/6/2014","1/13/2014","1/31/2014","2/28/2014",13353.73,13353.73,"$6 AC",2.94,2.553,0.98451,"Atascadero","San Luis Obispo","CA","93420","","no"
"4169","13177","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/9/2014","4/23/2014","6/11/2014","6/23/2014",15640.29,15640.29,"$7 AC",3.2,2.815,0.9802,"Bay Point","Contra Costa","CA","94565","","no"
"4170","13178","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/14/2014","4/3/2014","6/11/2014","6/23/2014",29952,32373.67,"$6 AC",5.52,4.992,0.93381,"San Jose","Santa Clara","CA","95111","GRID Alternatives","no"
"4171","13179","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/9/2014","1/27/2014","4/30/2014","5/28/2014",24038.67,24038.67,"$6 AC",5.39,4.705,0.9555,"Long Beach","Los Angeles","CA","90807","","no"
"4172","13187","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/6/2014","2/5/2014","3/31/2014","4/4/2014",19285,22455.03,"$7 AC",3.15,2.755,0.9493,"Salinas","Monterey","CA","93905","","no"
"4173","13188","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/21/2013","2/28/2014","5/27/2014","6/24/2014",12306.9,12306.9,"$5.25 AC",3.5,3.047,0.9746,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"4174","13193","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/11/2014","8/5/2014","11/26/2014","12/9/2014",11068.75,13291.14,"$5.75 AC",2.205,1.925,0.9995,"Hercules","Contra Costa","CA","94547","","no"
"4175","13245","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","4/5/2014","5/24/2014","6/30/2014","7/29/2014",16345.83,16345.83,"$7.00 AC",3.6,3.128,0.9325,"Point Arena","Mendocino","CA","95468","","no"
"4176","13248","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/18/2014","7/11/2014","12/31/2014","2/27/2015",14517.62,14517.62,"$6.5 AC",2.88,2.458,0.9934,"Hayward","Alameda","CA","94544","","no"
"4177","13267","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/18/2013","8/13/2014","11/28/2014","12/22/2014",22690.5,22690.5,"$7 AC",4.75,4.21,1,"Needles","San Bernardino","CA","92363","GRID Alternatives","no"
"4178","13268","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","6/23/2015","2/8/2016","3/31/2016","4/20/2016",21978.19,21978.19,"$6.50 AC",4.92,4.428,0.9267,"Needles","San Bernardino","CA","92363","","no"
"4179","13269","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/5/2013","8/13/2014","11/19/2014","12/17/2014",23003.4,23003.4,"$7 AC",4.75,4.21,0.97,"Havasu Lake","San Bernardino","CA","92363","GRID Alternatives","no"
"4180","13270","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/19/2013","5/8/2014","6/11/2014","6/26/2014",15407.58,15407.58,"$7 AC",4.41,3.749,0.9711,"Havasu Lake","San Bernardino","CA","92363","","no"
"4181","13271","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","5/7/2014","5/8/2014","6/30/2014","7/29/2014",15407.58,15407.58,"$7 AC",4.41,3.749,0.9984,"Havasu Lake","San Bernardino","CA","92363","","no"
"4182","13278","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","1/30/2014","7/17/2014","8/31/2014","9/25/2014",8982,10273.13,"$6 AC",1.715,1.497,0.9301,"Woodland","Yolo","CA","95776","","no"
"4183","13280","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/13/2013","7/29/2014","8/31/2014","9/25/2014",15036.68,15036.68,"$7 AC",3.43,2.994,0.9495,"Orland","Glenn","CA","95963","","no"
"4184","13287","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/21/2014","4/29/2014","8/21/2014","9/30/2014",20190.92,20190.92,"$6 AC",4.08,3.485,0.9778,"South Gate","Los Angeles","CA","90280","GRID Alternatives","no"
"4185","13289","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/13/2014","9/11/2015","1/31/2016","3/1/2016",9212.07,16649.57,"$7.00 AC",4.25,3.711,0.966,"Hanford","Kings","CA","93230","","no"
"4186","13292","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/15/2014","5/7/2014","8/21/2014","9/18/2014",18087.28,18087.28,"$6 AC",4.165,3.635,0.9573,"Los Angeles","Los Angeles","CA","90044","","no"
